candidate_id,tier,space,axis_pc,blind_axis_score
C0677,A,centered,2,-0.05545750591388012
C0678,A,centered,2,0.0031354400952434795
C0679,A,centered,2,-0.05934015059424461
C0680,A,centered,2,0.050793323663889105
C0681,A,centered,2,-0.03275390007310653
C0682,A,centered,2,0.06993503394161515
C0683,A,centered,2,-0.05913823772098717
C0684,A,centered,2,0.02909184242557548
C0685,A,centered,2,0.02206529445951782
C0686,A,centered,2,-0.02647596581872313
C0687,A,centered,2,0.09532736595833562
C0688,A,centered,2,-0.050604833489270466
C0689,A,centered,2,0.02177436790060426
C0690,A,centered,2,-0.04970857085860411
C0691,A,centered,2,0.08660021920425034
C0692,A,centered,2,0.028121893903931862
C0693,A,centered,2,0.017159087925622932
C0694,A,centered,2,-0.09714597677131602
C0695,A,centered,2,0.044503249622797884
C0696,A,centered,2,-0.07481764762306671
C0697,A,centered,2,0.016157338898639403
C0698,A,centered,2,-0.05915676852438258
C0699,A,centered,2,0.056542501785871994
C0700,A,centered,2,-0.06842819458692832
C0701,A,centered,2,0.11677077733844453
C0702,A,centered,2,0.02922147000401818
C0703,A,centered,2,0.03786252552381458
C0704,A,centered,2,-0.04211681754174938
C0705,A,centered,2,0.007856174809191058
C0706,A,centered,2,-0.05302921907444156
C0707,A,centered,2,0.07809005118579937
C0708,A,centered,2,-0.0651053386451207
C0709,A,centered,2,0.08367394949329272
C0710,A,centered,2,-0.035781365607234855
C0711,A,centered,2,0.07432555577993874
C0712,A,centered,2,-0.03601072519182067
C0713,A,centered,2,0.05393589292502856
C0714,A,centered,2,-0.06865971177171266
C0715,A,centered,2,0.09547081444641856
C0716,A,centered,2,-0.0236532508478666
C0717,A,centered,2,0.06934825214167706
C0718,A,centered,2,-0.01907750731833142
C0719,A,centered,2,-0.04768422699350088
C0720,A,centered,2,0.02822425725318845
C0721,A,centered,2,-0.0938409218965187
C0722,A,centered,2,0.06031597161996493
C0723,A,centered,2,-0.03825476496733832
C0724,A,centered,2,0.07484655127427406
C0725,A,centered,2,-0.07853055115600069
C0726,A,centered,2,0.079539311294565
C0727,A,centered,2,0.050640931096438406
C0728,A,centered,2,-0.008426039857273757
C0729,A,centered,2,0.1143693529455814
C0730,A,centered,2,0.019014268629781936
C0731,A,centered,2,0.09953041901450282
C0732,A,centered,2,-0.09060289705404846
C0733,A,centered,2,-0.040181490771694396
C0734,A,centered,2,0.057611336423521196
C0735,A,centered,2,-0.06228423742034462
C0736,A,centered,2,0.08707368711838517
C0737,A,centered,2,-0.039293515114988575
C0738,A,centered,2,0.10427928291202045
C0739,A,centered,2,0.058856144396235516
C0740,A,centered,2,-0.0789167913250401
C0741,A,centered,2,0.08714624036647028
C0742,A,centered,2,-0.0970498465572751
C0743,A,centered,2,0.0711303647776754
C0744,A,centered,2,0.03646872655103158
C0745,A,centered,2,-0.037409678629382964
C0746,A,centered,2,0.028270740943954747
C0747,A,centered,2,-0.0758760752693105
C0748,A,centered,2,0.08121011193460986
C0749,A,centered,2,-0.0790682759064625
C0750,A,centered,2,0.031050582188811945
C0751,A,centered,2,-0.11502249745857904
C0752,A,centered,2,0.05757201956965877
C0753,A,centered,2,-0.059225645374971075
C0754,A,centered,2,0.08820151338879244
C0755,A,centered,2,-0.08247802140877009
C0756,A,centered,2,0.04296616519769179
C0757,A,centered,2,-0.05863846966434686
C0758,A,centered,2,0.12049986400737006
C0759,A,centered,2,0.1254112987951004
C0760,A,centered,2,-0.05143123714470287
C0761,A,centered,2,0.05866268009738263
C0762,A,centered,2,-0.07064177762228092
C0763,A,centered,2,0.03204291290704042
C0764,A,centered,2,0.00012796442331720298
C0765,A,centered,2,0.07727247259302789
C0766,A,centered,2,-0.06585425269534652
C0767,A,centered,2,0.08411260935163664
C0768,A,centered,2,-0.0819478718206063
C0769,A,centered,2,0.06103914131070478
C0770,A,centered,2,-0.0062814429339084175
C0771,A,centered,2,0.06881962320589062
C0772,A,centered,2,-0.05749513579796709
C0773,A,centered,2,0.030143959692839575
C0774,A,centered,2,0.05217049585603583
C0775,A,centered,2,-0.04253238198174631
C0776,A,centered,2,0.07025497581865556
C0777,A,centered,2,-0.0668023136892389
C0778,A,centered,2,-0.0022642174469757067
C0779,A,centered,2,0.028124672383708967
C0780,A,centered,2,0.07778861287041686
C0781,A,centered,2,-0.07384394358967399
C0782,A,centered,2,0.06563593030675631
C0783,A,centered,2,-0.0795410969539865
C0784,A,centered,2,0.06604720194668996
C0785,A,centered,2,-0.09806851884345157
C0786,A,centered,2,0.026109693638084172
C0787,A,centered,2,-0.06533109407596908
C0788,A,centered,2,0.05587669363595608
C0789,A,centered,2,-0.04352706210531328
C0790,A,centered,2,0.07651208772932688
C0791,A,centered,2,-0.08235952723898463
C0792,A,centered,2,0.021181977568333787
C0793,A,centered,2,-0.04245572602442956
C0794,A,centered,2,0.041549746311968054
C0795,A,centered,2,-0.09777505284227127
C0796,A,centered,2,0.012545526188895886
C0797,A,centered,2,-0.07571987036651509
C0798,A,centered,2,0.016665633238255585
C0799,A,centered,2,-0.06639282122682282
C0800,A,centered,2,0.07016393023644482
C0801,A,centered,2,-0.02292136766376453
C0802,A,centered,2,-0.0041249899579604375
C0803,A,centered,2,-0.06399240806309464
C0804,A,centered,2,0.06783103724538185
C0805,A,centered,2,0.005635612748860343
C0806,A,centered,2,-0.07190775448308406
C0807,A,centered,2,0.10726343022548471
C0808,A,centered,2,-0.07578351932758227
C0809,A,centered,2,0.0820271812153748
C0810,A,centered,2,-0.014442652792423667
C0811,A,centered,2,-0.04736070312982444
C0812,A,centered,2,-0.08308385245477229
C0813,A,centered,2,-0.010102798162348119
C0814,A,centered,2,-0.012014258139810323
C0815,A,centered,2,-0.0620616537242212
C0816,A,centered,2,-0.00041459560539038086
C0817,A,centered,2,-0.08085173972190317
C0818,A,centered,2,-0.06746633229901365
C0819,A,centered,2,0.02178375489339389
C0820,A,centered,2,-0.08365424867760533
C0821,A,centered,2,0.10089808315257243
C0822,A,centered,2,-0.07001502111016941
C0823,A,centered,2,0.08068228293000128
C0824,A,centered,2,-0.037246147691696437
C0825,A,centered,2,0.10508761543582087
C0826,A,centered,2,-0.04121255042244998
C0827,A,centered,2,0.09476785892515964
C0828,A,centered,2,-0.013030105486527875
C0829,A,centered,2,0.10678894713106223
C0830,A,centered,2,-0.026232204833032714
C0831,A,centered,2,-0.10806970785292319
C0832,A,centered,2,-0.0018545161492130808
C0833,A,centered,2,-0.11283392213644129
C0834,A,centered,2,0.032383723044434605
C0835,A,centered,2,-0.027333513579910807
C0836,A,centered,2,0.0767819979499189
C0837,A,centered,2,0.04289772183590119
C0838,A,centered,2,-0.11453335072644207
C0839,A,centered,2,0.07672573707601005
C0840,A,centered,2,-0.132066037676726
C0841,A,centered,2,0.04036243053445539
C0842,A,centered,2,-0.025418298963606735
C0843,A,centered,2,0.013953114894487105
C0844,A,centered,2,-0.038236728850388084
C0845,A,centered,2,0.07599332320638331
C0846,A,centered,2,0.0382224773635432
C0847,A,centered,2,-0.08768359498525377
C0848,A,centered,2,0.0722761421260982
C0849,A,centered,2,-0.061480578479003366
C0850,A,centered,2,0.075322152220108
C0851,A,centered,2,-0.11422256507924242
C0852,A,centered,2,0.041839900805617135
C0853,A,centered,2,-0.014478683518952696
C0854,A,centered,2,0.0561763162201784
C0855,A,centered,2,-0.05620928660278102
C0856,A,centered,2,0.06518261843190877
C0857,A,centered,2,-0.10004446612129714
C0858,A,centered,2,0.019215015225207466
C0859,A,centered,2,-0.043981275163239124
C0860,A,centered,2,0.029910657903661486
C0861,A,centered,2,-0.08039601786308306
C0862,A,centered,2,-0.006305524579996075
C0863,A,centered,2,-0.0777512748357952
C0864,A,centered,2,0.0030143685498008
C0865,A,centered,2,-0.035110577824430625
C0866,A,centered,2,0.06290025238551643
C0867,A,centered,2,-0.09391842684893519
C0868,A,centered,2,0.07078950399597018
C0869,A,centered,2,-0.06768565402928163
C0870,A,centered,2,0.0916375655002386
C0871,A,centered,2,-0.06526602497711854
C0872,A,centered,2,0.039997541040596045
C0873,A,centered,2,-0.04508500478279852
C0874,A,centered,2,0.08695122247291386
C0875,A,centered,2,0.04501591196886153
C0876,A,centered,2,-0.07013528037402514
C0877,A,centered,2,0.049815336753152584
C0878,A,centered,2,-0.07925938841394163
C0879,A,centered,2,0.08460245343510416
C0880,A,centered,2,-0.0908846195422802
C0881,A,centered,2,0.05109653522596324
C0882,A,centered,2,-0.07698375944468307
C0883,A,centered,2,0.02702937145851621
C0884,A,centered,2,-0.05948117096772742
C0885,A,centered,2,-0.003900663186957299
C0886,A,centered,2,-0.0758642665296966
C0887,A,centered,2,0.037024252642197365
C0888,A,centered,2,0.051352862061806205
C0889,A,centered,2,-0.04923897993630608
C0890,A,centered,2,0.029169586605741368
C0891,A,centered,2,-0.06634529364021724
C0892,A,centered,2,0.09514248692176362
C0893,A,centered,2,-0.03438187836997405
C0894,A,centered,2,0.026338589270387847
C0895,A,centered,2,-0.03900958444463931
C0896,A,centered,2,0.046693754879385374
C0897,A,centered,2,-0.03325802340677517
C0898,A,centered,2,0.027742906718440576
C0899,A,centered,2,-0.06405986010744937
C0900,A,centered,2,0.012749183429925112
C0901,A,centered,2,-0.04591743228686162
C0902,A,centered,2,0.066743150982903
C0903,A,centered,2,0.005894863197726067
C0904,A,centered,2,0.08367685928214212
C0905,A,centered,2,-0.07674392159513124
C0906,A,centered,2,0.044897699410456994
C0907,A,centered,2,-0.03055917298278121
C0908,A,centered,2,0.03689492608937332
C0909,A,centered,2,-0.07239222915971695
C0910,A,centered,2,0.0703927881171941
C0001,B,centered,2,-0.01277751620967304
C0002,B,centered,2,0.05173590445274847
C0003,B,centered,2,-0.013138043430266543
C0004,B,centered,2,0.04962143812556471
C0005,B,centered,2,-0.07207944296926214
C0006,B,centered,2,0.08628734823853677
C0007,B,centered,2,-0.14824603445497628
C0008,B,centered,2,0.04984707638024266
C0009,B,centered,2,-0.01439585458147687
C0010,B,centered,2,0.07343999271720647
C0011,B,centered,2,-0.08174995804802931
C0012,B,centered,2,0.04785757622775532
C0013,B,centered,2,-0.03590140900893165
C0014,B,centered,2,0.026939927077664492
C0015,B,centered,2,-0.15155537657927248
C0016,B,centered,2,0.12530260521805794
C0017,B,centered,2,-0.1573374766669137
C0018,B,centered,2,0.08678107647531337
C0019,B,centered,2,-0.06879459240960452
C0020,B,centered,2,0.05749720520507212
C0021,B,centered,2,-0.01362661435800255
C0022,B,centered,2,-0.049535376059219344
C0023,B,centered,2,0.06665328884109353
C0024,B,centered,2,-0.07051819434969764
C0025,B,centered,2,0.01616215026977729
C0026,B,centered,2,-0.03150260550086223
C0027,B,centered,2,-0.08489675822644925
C0028,B,centered,2,0.05352403064644283
C0029,B,centered,2,-0.033884150771713195
C0030,B,centered,2,0.05799480073365107
C0031,B,centered,2,-0.07688393655176541
C0032,B,centered,2,-0.11380157365822109
C0033,B,centered,2,0.076088357772558
C0034,B,centered,2,0.05800490419212316
C0035,B,centered,2,0.05938733763578968
C0036,B,centered,2,-0.03510274742679429
C0037,B,centered,2,0.06919343565096944
C0038,B,centered,2,-0.09860132016680845
C0039,B,centered,2,0.043328257739208675
C0040,B,centered,2,-0.08147739481793279
C0041,B,centered,2,0.08130394000556308
C0042,B,centered,2,-0.06638762509585229
C0043,B,centered,2,0.06402387023886713
C0044,B,centered,2,-0.0102351343917477
C0045,B,centered,2,0.06780227972929001
C0046,B,centered,2,0.0673328863316705
C0047,B,centered,2,-0.07893597887295398
C0048,B,centered,2,0.10812072383838978
C0049,B,centered,2,0.03388884776522842
C0050,B,centered,2,0.09368720513068064
C0051,B,centered,2,-0.011428911317026011
C0052,B,centered,2,0.08798735580167658
C0053,B,centered,2,0.04253991196424799
C0054,B,centered,2,-0.03240216158236896
C0055,B,centered,2,0.05716337303956074
C0056,B,centered,2,-0.10552348581087313
C0057,B,centered,2,0.03984091248181688
C0058,B,centered,2,-0.04646514190603848
C0059,B,centered,2,-0.049272108865600864
C0060,B,centered,2,0.009056358089742565
C0061,B,centered,2,-0.02085799725667904
C0062,B,centered,2,0.007382308999005276
C0063,B,centered,2,0.01680107439078699
C0064,B,centered,2,0.08562829304869168
C0065,B,centered,2,-0.1275175070772041
C0066,B,centered,2,0.06861783964875029
C0067,B,centered,2,-0.0050351563315332165
C0068,B,centered,2,0.12644876203884373
C0069,B,centered,2,0.011586838152651838
C0070,B,centered,2,0.08998503962876896
C0071,B,centered,2,-0.06315882074563406
C0072,B,centered,2,0.07646168967617001
C0073,B,centered,2,0.06439449655252696
C0074,B,centered,2,0.04771660825842267
C0075,B,centered,2,0.022266114342701374
C0076,B,centered,2,0.0557421583469806
C0077,B,centered,2,0.010625279270745962
C0078,B,centered,2,0.10294941120194126
C0079,B,centered,2,-0.08092332241464377
C0080,B,centered,2,-0.005710675387303998
C0081,B,centered,2,0.031925377220593104
C0082,B,centered,2,0.022185708325548486
C0083,B,centered,2,-0.04611628541978502
C0084,B,centered,2,-0.02918491577742594
C0085,B,centered,2,-0.03594023961845783
C0086,B,centered,2,0.003172298226534367
C0087,B,centered,2,-0.028109819533348103
C0088,B,centered,2,0.12138810884321044
C0089,B,centered,2,0.03398328494324329
C0090,B,centered,2,0.08944800564003491
C0091,B,centered,2,-0.03843566276072048
C0092,B,centered,2,0.03233527624072923
C0093,B,centered,2,-0.08234855802052442
C0094,B,centered,2,0.053106736032781904
C0095,B,centered,2,-0.04401132005799257
C0096,B,centered,2,0.06892910987862613
C0097,B,centered,2,-0.012566731137179097
C0098,B,centered,2,0.008919090950308255
C0099,B,centered,2,-0.017904809384731785
C0100,B,centered,2,0.0895579876828823
C0101,B,centered,2,0.039091424936400804
C0102,B,centered,2,-0.13455624467127741
C0103,B,centered,2,0.029518616485331616
C0104,B,centered,2,-0.06778677762790877
C0105,B,centered,2,-0.0502421714166044
C0106,B,centered,2,0.07708355943694502
C0107,B,centered,2,-0.05430225482074563
C0108,B,centered,2,-0.018746756848245314
C0109,B,centered,2,0.056980767108070464
C0110,B,centered,2,-0.0164982514762347
C0111,B,centered,2,-0.04199699946031464
C0112,B,centered,2,0.0776491137689322
C0113,B,centered,2,0.04518511858279925
C0114,B,centered,2,0.05039639516195843
C0115,B,centered,2,-0.028731479803249853
C0116,B,centered,2,0.14094848641577712
C0117,B,centered,2,-0.1286455110636879
C0118,B,centered,2,-0.026333319514419865
C0119,B,centered,2,-0.05228868173215246
C0120,B,centered,2,0.05014625696096525
C0121,B,centered,2,-0.07545438397136303
C0122,B,centered,2,0.03995029601675348
C0123,B,centered,2,0.006654118115275355
C0124,B,centered,2,0.011164801089039323
C0125,B,centered,2,0.009998921938401033
C0126,B,centered,2,0.08608721054510317
C0127,B,centered,2,-0.029578505841391538
C0128,B,centered,2,0.04602805844590485
C0129,B,centered,2,-0.014469996229497262
C0130,B,centered,2,0.016209724333725414
C0131,B,centered,2,-0.0007185122920822218
C0132,B,centered,2,0.04937790027131863
C0133,B,centered,2,-0.06200442590459685
C0134,B,centered,2,0.022616675782344952
C0135,B,centered,2,0.006033777451518958
C0136,B,centered,2,0.06787752031594217
C0137,B,centered,2,-0.01278180431842488
C0138,B,centered,2,-0.004927753940389004
C0139,B,centered,2,-0.04515679498948263
C0140,B,centered,2,0.055495263335905036
C0141,B,centered,2,-0.02976942901472094
C0142,B,centered,2,-0.0001515929313523318
C0143,B,centered,2,-0.019950935680651267
C0144,B,centered,2,0.009721004961233317
C0145,B,centered,2,0.03307423511052288
C0146,B,centered,2,0.07338025350884035
C0147,B,centered,2,-0.005316108501641012
C0148,B,centered,2,0.046547568103818306
C0149,B,centered,2,0.02368182371839624
C0150,B,centered,2,-0.02311787897629271
C0151,B,centered,2,0.0682778553037456
C0152,B,centered,2,-0.057643188516379625
C0153,B,centered,2,0.011764883995357786
C0154,B,centered,2,-0.09858401596698288
C0155,B,centered,2,0.0015427541032205889
C0156,B,centered,2,-0.047362777684218954
C0157,B,centered,2,0.0732439705838473
C0158,B,centered,2,0.0018240069806768132
C0159,B,centered,2,0.05713533709094046
C0160,B,centered,2,-0.13145912102854546
C0161,B,centered,2,0.11102317219780228
C0162,B,centered,2,-0.06873039254287708
C0163,B,centered,2,-0.00645927936204639
C0164,B,centered,2,-0.03476691014892451
C0165,B,centered,2,0.03818970077977963
C0166,B,centered,2,-0.02308725494399901
C0167,B,centered,2,0.12469501778961059
C0168,B,centered,2,-0.0558909063137254
C0169,B,centered,2,0.06551410426089523
C0170,B,centered,2,0.018391801341207614
C0171,B,centered,2,0.08590910942094496
C0172,B,centered,2,-0.027379068986303483
C0173,B,centered,2,0.06647404493007525
C0174,B,centered,2,-0.11983909901629615
C0175,B,centered,2,0.010443247148334793
C0176,B,centered,2,-0.023789700486729494
C0177,B,centered,2,0.1297204381398319
C0178,B,centered,2,0.020575476679226132
C0179,B,centered,2,0.014287324283710193
C0180,B,centered,2,0.00916578020639613
C0181,B,centered,2,0.0022189164582401663
C0182,B,centered,2,0.043771722933831456
C0183,B,centered,2,0.00665393617297796
C0184,B,centered,2,-0.1101182586356471
C0185,B,centered,2,0.05027558039961192
C0186,B,centered,2,-0.07773412061063209
C0187,B,centered,2,0.08330824245991715
C0188,B,centered,2,-0.09854075636926282
C0189,B,centered,2,-0.019083686326762696
C0190,B,centered,2,-0.039992422073425536
C0191,B,centered,2,0.06184588888772771
C0192,B,centered,2,-0.09582177785707958
C0193,B,centered,2,0.08167995329288655
C0194,B,centered,2,0.006846705804169517
C0195,B,centered,2,0.11960498126820118
C0196,B,centered,2,-0.17695641588393432
C0197,B,centered,2,-0.007640356229424058
C0198,B,centered,2,-0.05409785393826484
C0199,B,centered,2,-0.030385601677673818
C0200,B,centered,2,0.003392405331040114
C0201,B,centered,2,-0.018978485160714167
C0202,B,centered,2,0.015626699754156863
C0203,B,centered,2,0.11713400684471588
C0204,B,centered,2,0.0016812123759763315
C0205,B,centered,2,0.08883743522885741
C0206,B,centered,2,0.05224875936445426
C0207,B,centered,2,0.005773983272383648
C0208,B,centered,2,0.04844944093493396
C0209,B,centered,2,-0.11118080973095547
C0210,B,centered,2,0.022516887809846575
C0211,B,centered,2,-0.035618921165128145
C0212,B,centered,2,0.14017584620267182
C0213,B,centered,2,-0.02764008520886778
C0214,B,centered,2,0.06710063886793481
C0215,B,centered,2,-0.09941538490557021
C0216,B,centered,2,-0.0013303823065811545
C0217,B,centered,2,0.028128464390550476
C0218,B,centered,2,0.08532478955467537
C0219,B,centered,2,-0.005898617584829264
C0220,B,centered,2,0.07383415298675347
C0221,B,centered,2,-0.05068893277175559
C0222,B,centered,2,-0.026687681997123996
C0223,B,centered,2,-0.11573213226192337
C0224,B,centered,2,0.12959199946242364
C0225,B,centered,2,-0.12951631048921594
C0226,B,centered,2,0.040130352477268705
C0227,B,centered,2,-0.1213432321609976
C0228,B,centered,2,-0.0300594521686514
C0229,B,centered,2,-0.04183144439579658
C0230,B,centered,2,0.0712284550752011
C0231,B,centered,2,0.02954833102543245
C0232,B,centered,2,0.044897521686515014
C0233,B,centered,2,-0.13400522955663471
C0234,B,centered,2,0.034549513117528505
C0235,B,centered,2,-0.09222012746536083
C0236,B,centered,2,-0.0017264721090264705
C0237,B,centered,2,-0.02002034684536263
C0238,B,centered,2,0.031150332730638067
C0239,B,centered,2,-0.022720363294166813
C0240,B,centered,2,0.09125537332367403
C0241,B,centered,2,0.005507647788845704
C0242,B,centered,2,-0.002048378347584513
C0243,B,centered,2,0.08395503320249706
C0244,B,centered,2,-0.01723056967975108
C0245,B,centered,2,0.02803545936429704
C0246,B,centered,2,0.0143960137308657
C0247,B,centered,2,0.058631342338602094
C0248,B,centered,2,-0.026137784624219295
C0249,B,centered,2,0.025239558285819887
C0250,B,centered,2,-0.16378458962366013
C0251,B,centered,2,0.07633217336377195
C0252,B,centered,2,-0.009001598370175267
C0253,B,centered,2,0.11021490228921198
C0254,B,centered,2,0.03883899122064909
C0255,B,centered,2,0.03733216118362685
C0256,B,centered,2,-0.0045605222139047255
C0257,B,centered,2,-0.04084141420838171
C0258,B,centered,2,0.016854791000872654
C0259,B,centered,2,-0.018113299185753738
C0260,B,centered,2,-0.02349446254497432
C0261,B,centered,2,-0.06756642921149156
C0262,B,centered,2,0.07011398930460198
C0263,B,centered,2,-0.10607566745091501
C0264,B,centered,2,0.02605949227835251
C0265,B,centered,2,-0.18032282788068688
C0266,B,centered,2,0.06939722204096413
C0267,B,centered,2,-0.0407754948315856
C0268,B,centered,2,0.03325334399111014
C0269,B,centered,2,0.03229344345455691
C0270,B,centered,2,-0.13921967456197304
C0271,B,centered,2,0.058982187001486476
C0272,B,centered,2,-0.03734997441831353
C0273,B,centered,2,0.02326943784057242
C0274,B,centered,2,-0.019289486573729593
C0275,B,centered,2,-0.022509641219895266
C0276,B,centered,2,0.00997253276144106
C0277,B,centered,2,0.06441300898723605
C0278,B,centered,2,0.05306129654115851
C0279,B,centered,2,0.011767241066206626
C0280,B,centered,2,0.1544344115264255
C0281,B,centered,2,-0.08457555308731886
C0282,B,centered,2,0.09071880821063193
C0283,B,centered,2,-0.07519309620990647
C0284,B,centered,2,0.04876594215960295
C0285,B,centered,2,-0.014984191221885046
C0286,B,centered,2,0.07136499067122445
C0287,B,centered,2,-0.08554634781452103
C0288,B,centered,2,0.055435184565032096
C0289,B,centered,2,0.07231082421266634
C0290,B,centered,2,-0.06179909241116703
C0291,B,centered,2,0.003982049763463044
C0292,B,centered,2,-0.05346524412683242
C0293,B,centered,2,0.06533625121954965
C0294,B,centered,2,-0.13013886411047043
C0295,B,centered,2,0.027035616199181545
C0296,B,centered,2,-0.0473818898418598
C0297,B,centered,2,0.13436013288164103
C0298,B,centered,2,0.03342470790693052
C0299,B,centered,2,0.0030479709038234238
C0300,B,centered,2,-0.0945076814347884
C0301,B,centered,2,0.08167140677975421
C0302,B,centered,2,-0.029546177485824866
C0303,B,centered,2,0.09296861545339581
C0304,B,centered,2,-0.007389807125337383
C0305,B,centered,2,0.04952759833162257
C0306,B,centered,2,0.00748991591809795
C0307,B,centered,2,-0.0328640492897829
C0308,B,centered,2,0.0073122500248012584
C0309,B,centered,2,0.0629461003880671
C0310,B,centered,2,-0.11420615532183906
C0311,B,centered,2,0.06236979791464561
C0312,B,centered,2,-0.2076468362870999
C0313,B,centered,2,-0.051027196544112204
C0314,B,centered,2,0.058836299081604426
C0315,B,centered,2,0.02057465856536799
C0316,B,centered,2,0.056478995512025426
C0317,B,centered,2,-0.008486413191868774
C0318,B,centered,2,0.007726525323617014
C0319,B,centered,2,-0.010086169551772049
C0320,B,centered,2,-0.011650171357309032
C0321,B,centered,2,-0.07452192073355199
C0322,B,centered,2,0.007492822744221209
C0323,B,centered,2,-0.0771103419655263
C0324,B,centered,2,0.05287358923404392
C0325,B,centered,2,-0.09534808034066455
C0326,B,centered,2,0.06179296339670151
C0327,B,centered,2,0.009266994338440148
C0328,B,centered,2,-0.061001797896211234
C0329,B,centered,2,0.0029618980169713108
C0330,B,centered,2,-0.07351697928265508
C0331,B,centered,2,0.05045415642207269
C0332,B,centered,2,0.004464753410239314
C0333,B,centered,2,-0.04908621131637942
C0334,B,centered,2,0.06445232807908984
C0335,B,centered,2,-0.04509729064024092
C0336,B,centered,2,-0.026164218122305124
C0337,B,centered,2,-0.016253739514517165
C0338,B,centered,2,0.08189307012138934
C0339,B,centered,2,-0.08864150594524019
C0340,B,centered,2,0.12370290028462594
C0341,B,centered,2,0.0038631735362769115
C0342,B,centered,2,0.06306333920923467
C0343,B,centered,2,-0.01641577463263148
C0344,B,centered,2,0.014422440632333926
C0345,B,centered,2,-0.07749700671786582
C0346,B,centered,2,0.012373410954058613
C0347,B,centered,2,-0.004910593365246
C0348,B,centered,2,0.03172779588616117
C0349,B,centered,2,-0.10615200630976378
C0350,B,centered,2,0.03809946264609962
C0351,B,centered,2,-0.19450812357040895
C0352,B,centered,2,0.03584636120047687
C0353,B,centered,2,0.027766281315908213
C0354,B,centered,2,-0.03401247846984426
C0355,B,centered,2,-0.13733582515501613
C0356,B,centered,2,0.004966284967599465
C0357,B,centered,2,-0.021801996601911528
C0358,B,centered,2,-0.024104078089882085
C0359,B,centered,2,-0.015034610662115692
C0360,B,centered,2,0.15570978467485636
C0361,B,centered,2,0.02346230798433012
C0362,B,centered,2,0.041060722979370204
C0363,B,centered,2,-0.011827806593199226
C0364,B,centered,2,0.052165259993547874
C0365,B,centered,2,0.0631712987592278
C0366,B,centered,2,0.036913048298783356
C0367,B,centered,2,0.036135646467689596
C0368,B,centered,2,0.038028107843367735
C0369,B,centered,2,-0.029895316802614785
C0370,B,centered,2,0.055308312682497016
C0371,B,centered,2,0.026905811786859496
C0372,B,centered,2,0.011743802383610316
C0373,B,centered,2,0.01109538831057506
C0374,B,centered,2,0.0029638465735514256
C0375,B,centered,2,0.06063256810140193
C0376,B,centered,2,-0.012651531054088361
C0377,B,centered,2,0.04019931217182148
C0378,B,centered,2,0.007865131627183074
C0379,B,centered,2,-0.06375630489312557
C0380,B,centered,2,0.08869732373495828
C0381,B,centered,2,-0.06766837537987505
C0382,B,centered,2,-0.014578668267989424
C0383,B,centered,2,-0.005306488084584681
C0384,B,centered,2,0.004667472762862038
C0385,B,centered,2,-0.09461667466693187
C0386,B,centered,2,0.029402785220927836
C0387,B,centered,2,0.04554417615141786
C0388,B,centered,2,0.06846159904237772
C0389,B,centered,2,-0.158136483766851
C0390,B,centered,2,0.03986509424654503
C0391,B,centered,2,-0.06237694714843056
C0392,B,centered,2,0.040239824707680734
C0393,B,centered,2,-0.021723038978452167
C0394,B,centered,2,0.048044916315011
C0395,B,centered,2,0.09467786314710096
C0396,B,centered,2,0.07612030004008465
C0397,B,centered,2,-0.06735180468017413
C0398,B,centered,2,0.13353335843943087
C0399,B,centered,2,-0.042109052842002455
C0400,B,centered,2,0.014564804550782944
C0401,B,centered,2,0.05499359375664402
C0402,B,centered,2,0.00338478460545517
C0403,B,centered,2,0.05422161450653159
C0404,B,centered,2,-0.06616108260908271
C0405,B,centered,2,0.05983687859126415
C0406,B,centered,2,-0.10181490026311076
C0407,B,centered,2,0.09295507219487899
C0408,B,centered,2,0.039143420877281954
C0409,B,centered,2,0.09339055230036569
C0410,B,centered,2,-0.016420795734379212
C0411,B,centered,2,-0.029357687651181207
C0412,B,centered,2,-0.036310259539919267
C0413,B,centered,2,0.03422532343648988
C0414,B,centered,2,-0.02795221541862549
C0415,B,centered,2,0.11653605222537344
C0416,B,centered,2,-0.08504569632917763
C0417,B,centered,2,0.047119641483338984
C0418,B,centered,2,-0.001965524235500949
C0419,B,centered,2,-0.0011498105246898372
C0420,B,centered,2,-0.044885528508280786
C0421,B,centered,2,0.023210005717861106
C0422,B,centered,2,-0.02157107922672569
C0423,B,centered,2,0.054389648185659216
C0424,B,centered,2,0.04599909807592186
C0425,B,centered,2,0.016925048447663807
C0426,B,centered,2,-0.0976060843377809
C0427,B,centered,2,0.06961879579029896
C0428,B,centered,2,-0.1036104788166428
C0429,B,centered,2,0.11098190653713069
C0430,B,centered,2,-0.04636153636688281
C0431,B,centered,2,-0.04984401003283923
C0432,B,centered,2,0.016724551269309624
C0433,B,centered,2,-0.044493592925705434
C0434,B,centered,2,-0.021061117726302248
C0435,B,centered,2,-0.1635558305587658
C0436,B,centered,2,0.06470731879869265
C0437,B,centered,2,-0.05749085819135911
C0438,B,centered,2,0.04888553616076622
C0439,B,centered,2,-0.04948344380753445
C0440,B,centered,2,0.07999977193959551
C0441,B,centered,2,-0.13790364234277558
C0442,B,centered,2,0.015985421135537272
C0443,B,centered,2,-0.04400739553870081
C0444,B,centered,2,0.04438308157747895
C0445,B,centered,2,0.034047441883907764
C0446,B,centered,2,-0.04387684356157101
C0447,B,centered,2,0.010193499702537495
C0448,B,centered,2,0.06435131029494268
